,year1_points,year1_points,year2_points,year2_points,year3_points,year3_points,year4_points,year4_points,year5_points,year5_points,year1_rebounds,year1_rebounds,year2_rebounds,year2_rebounds,year3_rebounds,year3_rebounds,year4_rebounds,year4_rebounds,year5_rebounds,year5_rebounds,year1_assists,year1_assists,year2_assists,year2_assists,year3_assists,year3_assists,year4_assists,year4_assists,year5_assists,year5_assists
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
pick_number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,8.227351916376307,3.1256522941344236,9.562717770034842,4.843054254311144,8.689024390243903,5.891718339072084,7.939895470383275,7.22066326247589,8.371080139372822,8.333673543379781,2.054006968641115,1.624257513956747,2.0069686411149825,1.5328113685541969,2.024390243902439,2.074786921073574,1.9346689895470384,1.8306786754457551,1.9381533101045296,1.8742222675718987,3.2012195121951224,1.2929461836789973,3.857142857142857,3.1178056015244713,3.1306620209059233,3.416343811380251,3.0017421602787455,3.8495859721801597,3.1742160278745644,3.7828880251124604
10,6.0920177383592025,3.38427867742291,6.556541019955654,5.119460116420389,9.177383592017739,7.587297541734105,8.098669623059868,7.976979174121124,5.096452328159645,7.457927710765784,1.482261640798226,1.7606171822612762,1.4889135254988914,1.5949471686283165,1.9789356984478936,2.0574590500628758,1.639689578713969,1.546843071258954,0.7904656319290466,1.0553793843487438,2.9545454545454546,2.209782284001216,2.786031042128603,2.4013267428667944,3.1097560975609753,2.3784364912211045,2.53880266075388,2.12187284815897,1.4246119733924612,1.985280592208134
11,6.703658536585365,4.075129958994619,9.998780487804877,4.958548015988382,7.774390243902438,5.648230996063276,8.25731707317073,7.664910803422954,7.369512195121951,7.572499850275197,1.4817073170731707,1.6398925183508248,1.673170731707317,1.0551705501701896,1.3231707317073171,0.951796954881016,1.8536585365853657,1.9924173795526163,1.475609756097561,1.7644524228314344,2.4048780487804877,1.5699563808826922,3.6219512195121952,2.2631071069468596,2.6597560975609755,2.5377997015140807,2.841463414634146,3.1723364711151536,2.6414634146341465,2.915647112246536
12,6.239837398373983,3.163373405071186,8.682926829268292,4.179565598255987,7.073170731707317,3.937786835448293,8.385162601626016,5.680227031905777,5.153455284552845,4.879588056289613,1.2083333333333333,0.9842667237804713,1.6382113821138213,1.1847065649571409,1.329268292682927,0.8922690570047529,1.6900406504065042,2.0888765869283876,0.6595528455284553,0.636539453733681,2.910569105691057,1.6313999933751497,3.597560975609756,1.9591993146345101,2.8689024390243905,1.9481275737874597,3.497967479674797,2.4161501284532445,2.5040650406504064,2.710133836281908
13,9.637195121951219,4.820478001029473,10.650914634146341,8.125868663973648,10.760670731707318,7.568642671914856,8.289634146341463,8.44823556735847,9.740853658536585,9.822718419284795,1.9817073170731707,1.0174603830134885,1.9679878048780488,1.3826115068619647,1.826219512195122,1.392713589733047,1.7103658536585367,1.9049919215384827,2.120426829268293,2.185163604962752,2.8384146341463414,1.0547143938629733,2.7423780487804876,1.6699550256044111,2.7484756097560976,2.028248050577108,2.2271341463414633,2.3222383059354264,2.283536585365854,2.046173366075908
14,3.2939024390243903,1.817309146024111,5.490243902439024,4.530854993199023,4.107317073170732,4.996319618444989,4.675609756097561,5.976185470856319,4.726829268292683,4.997713139529397,0.5439024390243903,0.43782582552871513,0.874390243902439,0.9627377471872653,0.7353658536585366,1.3496798140678947,0.8353658536585366,1.2778492624421554,0.6926829268292682,0.7666627869786048,1.7378048780487805,1.3537043132961515,2.734146341463415,2.464969055313122,1.9597560975609756,2.7843840076995967,1.8878048780487806,2.3383759002243876,1.9621951219512195,2.3091538464444095
15,5.020731707317073,2.2313559484676535,6.56951219512195,4.3563470477874855,5.181707317073171,5.7832156268219554,5.226829268292683,7.227569571730494,7.628048780487805,8.5624371431344,0.8487804878048781,0.742717524481051,1.2682926829268293,1.4209861130492267,0.8329268292682925,1.3093223961858327,0.8951219512195122,1.6575917921117445,0.9878048780487806,1.386935634922093,2.6,1.1027099937993723,3.1573170731707316,1.9650042379342283,2.4890243902439027,2.543048949109109,2.3390243902439023,2.82902180965394,2.9902439024390244,3.144559483609444
16,4.555749128919861,2.4614301870009907,5.081881533101045,4.318770705052707,4.003484320557492,4.707183926914079,4.7229965156794425,6.4075152709562,6.172473867595818,6.387522028506469,0.8902439024390244,0.6630752958058317,0.9198606271777005,0.7080826086755428,0.8205574912891986,1.0224215084366404,0.9233449477351917,1.0762546756206335,1.1898954703832754,1.2445968319841039,3.21602787456446,1.8115362013960927,4.019163763066202,4.058111108817487,2.4041811846689893,2.9146037737934147,2.554006968641115,3.542676679834809,2.8066202090592336,2.9053448302670883
17,3.292682926829268,2.242565437666632,6.576655052264807,4.422043339401371,5.606271777003484,4.891433437455468,5.2526132404181185,8.078633091414948,5.013937282229965,5.701635472723818,1.0993031358885017,1.1122866834776677,2.2421602787456445,2.225461389101092,1.7526132404181183,1.7423768738761418,2.043554006968641,3.318192789457238,1.6550522648083625,1.924624578529153,1.3397212543554005,0.9117142707736076,2.6097560975609757,1.4837342688390882,1.832752613240418,1.6378085751084905,1.1933797909407666,1.6321038772707117,1.278745644599303,1.0093364611377627
18,3.4407665505226483,3.184666289260998,3.416376306620209,2.0976487570428204,4.811846689895471,3.9252942080073288,3.754355400696864,4.66767624152622,3.156794425087108,6.142123458187818,0.8066202090592335,1.250628011414343,0.5923344947735192,0.3871739731025373,0.8101045296167247,0.9896564284959063,0.7334494773519165,1.153872265980132,0.9337979094076655,2.2454247348508227,1.5505226480836236,1.3158950725383933,1.8153310104529616,1.1840667663814766,2.378048780487805,2.5967115676745895,1.3554006968641115,1.7191002875639885,1.1376306620209058,1.8922977864064476
19,3.970189701897019,4.315441295846434,6.860433604336043,6.021936868096012,5.966124661246613,4.917076262527527,6.764227642276422,5.932372194765584,5.239837398373983,5.584537029781591,0.6653116531165311,0.854531589947377,1.1653116531165313,1.0792357565564115,0.978319783197832,1.002094359806226,0.9173441734417344,0.9475142378249992,0.6355013550135502,0.7080905265571534,1.7940379403794036,2.257542751072404,2.432249322493225,2.42766494307074,1.8509485094850946,1.7029209275161497,2.0149051490514904,1.9629485299058542,1.7859078590785908,2.1711436913026803
20,3.7371273712737128,2.0428568465376693,5.215447154471544,3.3361795056965424,3.9850948509485096,3.0572734011017952,4.3468834688346885,5.512488900246308,3.0094850948509486,4.780253609937335,0.7317073170731708,0.4272210745269112,1.1300813008130082,1.0189314485514298,0.9566395663956639,0.8378126688473794,0.8726287262872628,1.067127369897261,0.6910569105691056,0.9220834851568745,1.578590785907859,1.008480384326219,2.3563685636856366,1.680669414079885,1.546070460704607,0.9165382168038892,1.1612466124661247,1.2700617613013923,0.7357723577235773,0.9962190568746366
21,4.076655052264809,2.8869377877070597,7.186411149825784,4.978402264578193,6.850174216027875,4.024129791311502,5.066202090592335,5.652847299095877,2.5853658536585367,3.5623605169753687,1.0505226480836236,1.2228091322345014,1.9494773519163764,1.7103983312341677,2.2195121951219514,2.674144902904316,1.9738675958188154,3.479981764331922,1.6341463414634145,3.4073601384688192,1.9930313588850175,1.743189591398321,2.989547038327526,2.4139609451166177,3.3832752613240418,2.5081846702778865,2.4059233449477353,2.9375879015348993,1.3989547038327526,1.908899732791898
22,4.2543554006968645,2.0434918744199533,4.893728222996516,3.68161901539861,5.405923344947736,5.1691098194837295,1.9773519163763065,2.7053243652561685,2.480836236933798,3.1225851835264318,0.4930313588850174,0.2835514151954575,0.5679442508710801,0.4638347017207551,0.9425087108013938,1.0274999809597143,0.4808362369337979,0.9488676664562977,0.37630662020905925,0.4388227049962373,2.8048780487804876,1.4170500816724425,3.332752613240418,2.917946499344632,3.642857142857143,3.6703516150194626,1.3519163763066202,1.8991323745587076,1.740418118466899,2.270834251063212
23,2.878048780487805,2.2258129988500137,6.494773519163763,5.096291013193701,5.134146341463414,4.157302584954256,3.747386759581882,3.8984590622411273,2.137630662020906,3.642170128696209,0.5505226480836237,0.3782735085685746,1.3379790940766552,1.1948671182957578,0.8379790940766549,0.6221390711732735,0.6585365853658536,0.6792511419358368,0.43902439024390244,0.5797922320297423,1.3606271777003482,0.9424196127495439,2.317073170731707,1.8437502625723672,2.1898954703832754,2.071685947776212,1.2578397212543553,1.5163107606930986,0.7125435540069687,1.1465545802341623
24,3.24390243902439,3.2796217915754133,4.998891352549889,3.6454907831638383,4.453436807095343,3.6663243055948964,5.787139689578714,5.276986851706793,4.471175166297117,5.2811701038587575,0.647450110864745,0.5668686897382397,1.1862527716186253,1.0306875388637018,1.2350332594235034,1.2966355918657817,1.41019955654102,1.3600188166551008,1.2017738359201773,1.461160496021148,1.2150776053215078,1.3937618383656003,1.8913525498891353,2.0924175065168193,1.729490022172949,1.808630066674516,1.8669623059866962,2.1270436129505317,1.61529933481153,2.5334370919759412
25,3.411149825783972,2.8620171023243968,4.315331010452962,3.668289362318412,4.181184668989547,5.043354712733259,3.35191637630662,5.448952023685487,4.18815331010453,6.180588616513984,0.5313588850174217,0.532963438625408,0.7857142857142857,1.1613542360764197,0.47735191637630664,0.5525358666813338,0.289198606271777,0.4409237530279467,0.8623693379790941,1.6108445797311701,1.278745644599303,0.7408115372089827,2.210801393728223,1.9965481103186788,2.1010452961672472,2.5403028798319864,1.9895470383275262,3.635417662249016,2.4076655052264804,3.9313642017190995
26,5.250871080139373,3.186645937517288,4.594076655052264,3.9185877401610623,4.867595818815332,4.768606796109184,3.4686411149825784,3.2472693049497123,5.611498257839721,5.888671660469617,1.0679442508710801,0.7900474368991517,0.9878048780487804,0.9321892509164073,0.7595818815331009,0.893820476885363,0.6742160278745645,0.7018895450553282,1.170731707317073,1.5403554214885669,2.28397212543554,2.391381369115715,1.8275261324041812,1.829612820826821,1.451219512195122,1.5496124773831266,1.235191637630662,1.5165115795456388,1.966898954703833,2.5046923471758564
27,4.81029810298103,5.283659242771119,5.79810298102981,5.630403779910735,6.046070460704607,5.629633321380811,6.79810298102981,6.2195573620762845,6.239837398373983,6.32716493082549,0.7506775067750677,1.0627457743370117,1.1395663956639566,1.1530536351665337,1.0691056910569106,1.074399933512963,1.0040650406504066,0.9099677710984244,1.1368563685636854,1.2887044417084879,2.200542005420054,1.8208251400470261,3.178861788617886,3.0006939510692097,3.231707317073171,2.8727019887625542,3.884823848238482,4.152846901241887,3.0745257452574526,3.152830826978223
28,3.524390243902439,3.184923679764563,4.11219512195122,3.822654300515449,4.880487804878049,7.087797114460354,0.7975609756097561,1.1889337051096445,1.4317073170731707,2.150487957023151,0.6829268292682926,0.6896985693745229,0.6121951219512195,0.5663449297177593,0.878048780487805,1.5913816444743913,0.14390243902439023,0.22460223284334319,0.2,0.32831841308222126,1.2731707317073169,1.1988679470862762,1.2390243902439024,1.4246543774478917,1.526829268292683,1.6168864623846388,0.3804878048780488,0.5671977308779955,0.6073170731707316,0.836517809972359
29,1.9247967479674797,1.3496516541489862,5.107723577235773,4.371623225895499,6.3130081300813,6.089471056126854,4.347560975609756,5.271006245601116,5.733739837398374,7.107295380830794,0.5284552845528455,0.5863135959179855,1.5,1.2685975243404195,1.5934959349593496,1.412101742282477,1.3780487804878048,1.7808886952624923,2.339430894308943,3.0360947460120298,0.8658536585365854,0.6707095340015637,2.5060975609756095,2.4066479164872003,2.378048780487805,2.368278867609349,1.5691056910569106,2.2665304807976203,1.9227642276422765,2.682069338208718
30,2.9908536585365852,3.052915314592918,5.4192073170731705,5.52246867804531,4.765243902439025,4.67577465406749,4.765243902439025,5.34628499391577,3.6326219512195124,5.961001975554299,0.5640243902439024,0.5923204036036557,1.1189024390243902,0.9294788370225799,1.25,1.5318216074007458,1.038109756097561,1.0908902491316659,0.9771341463414633,1.4333799046482916,1.3460365853658538,1.1155120761997745,2.1204268292682924,1.621098745088479,2.317073170731707,1.8843507100240968,2.7057926829268295,2.373165158757436,1.541158536585366,1.8960172314323338
31,3.1097560975609753,3.476769169048803,5.0060975609756095,5.28874052337765,4.676829268292683,4.104449421848682,3.0548780487804876,3.541911464635932,3.703252032520325,5.944841977981311,0.4146341463414634,0.36332459188992555,0.7784552845528455,0.9106879640776653,0.6565040650406504,0.7229729366598544,0.508130081300813,0.8329426012386207,0.5,0.7801066142302183,1.0752032520325203,0.9937465586774147,1.75,1.7534320895894153,1.58130081300813,1.4261655047004682,0.7479674796747968,0.9725460023823811,0.8597560975609756,1.4245186627710378
32,1.8780487804878048,1.4858758271605745,2.455792682926829,2.7067828953186726,3.6158536585365852,3.8246215620152455,3.7103658536585367,5.855243506386287,3.4405487804878048,5.106062286997159,0.41615853658536583,0.4037533968562157,0.7332317073170731,1.175358118933115,0.9695121951219512,1.6151451342551486,0.9146341463414636,1.5295730708969264,0.7484756097560976,1.1405058951093272,1.0945121951219512,1.0677474226197365,1.1768292682926829,1.1429819554519025,1.516768292682927,1.4268506728791468,1.6280487804878048,2.3175132536411183,1.5121951219512195,2.2012786290284767
33,2.6756097560975607,3.2997620378212544,2.0634146341463415,2.6569194007276766,5.241463414634146,3.866492214708437,7.853658536585366,7.1559028270842395,5.853658536585366,7.826907743832046,0.7878048780487804,1.1578817147866356,0.6414634146341462,0.9990179592018615,0.875609756097561,1.1870183202309685,1.326829268292683,1.9307886149934232,0.6,0.9440552595770223,0.9634146341463415,0.8646934858718555,0.8902439024390244,0.9967600696887279,2.4170731707317072,2.181860347194096,3.6048780487804875,4.208400355415043,3.475609756097561,5.669144808120815
34,4.5945121951219505,2.474886253362583,5.8323170731707314,5.701749899245277,2.817073170731707,4.7789424248446615,4.603658536585366,5.168492573934241,2.1829268292682924,3.685295098135435,1.496951219512195,0.9217003465616544,1.9878048780487805,2.554055691622091,0.9481707317073171,1.7673076875358065,1.2225609756097562,1.8141482160375242,0.3079268292682927,0.5603898497122511,2.0091463414634143,0.8358404681050982,1.875,0.7474177239104429,0.5853658536585366,0.8257337395347174,1.4664634146341464,1.490014852063369,1.0609756097560976,1.7043819136900225
35,3.841463414634146,3.1015434356980576,3.2301829268292686,2.553984463657734,4.376524390243902,4.4723090559389,5.109756097560975,5.112111005505274,5.189024390243903,4.541659146146818,0.7469512195121951,0.6896985693745229,0.6783536585365854,0.6711255574740024,0.8780487804878049,1.2403275815528072,1.4054878048780488,2.4789395056134116,1.5259146341463414,2.2380665428197686,2.7240853658536586,1.9248648909221087,2.4161585365853657,2.007077617691984,3.2865853658536586,3.3770643479353533,3.7515243902439024,3.6156895010065924,3.7713414634146343,3.3083942491578853
36,3.4491869918699187,3.527890208020836,3.296747967479675,3.375619155022396,3.701219512195122,4.9120749252618365,3.0914634146341466,4.8299442123679395,2.4878048780487805,5.869754293578559,1.0365853658536583,1.437907793333663,0.6219512195121951,0.7155533919645224,0.8191056910569104,1.1860134903140105,0.8597560975609756,1.8638958323907397,0.6808943089430893,1.6322598624533546,1.8678861788617886,1.847251711484923,1.8719512195121952,1.9130683359620684,1.6991869918699187,1.8195786731245964,1.8028455284552845,3.076792452305928,0.6361788617886179,1.4477703768378387
37,1.8926829268292682,1.2349149250454223,3.1365853658536587,3.389491493977436,2.8292682926829267,3.103568689101539,2.7,2.8943780251187476,3.6195121951219513,4.885142707663874,0.32682926829268294,0.23872554738033475,0.3463414634146341,0.36489712353949894,0.3804878048780488,0.3651823108620782,0.29024390243902437,0.312157009868803,0.3097560975609756,0.42957306254218025,1.1,0.7624828725122155,1.2121951219512195,1.5511696571218412,1.0902439024390245,1.1221036481820803,1.3146341463414632,1.6896604420060823,1.3853658536585367,1.8303573993619846
38,3.3211382113821144,2.6105955644014447,1.3272357723577237,1.1847086571892664,1.6869918699186994,2.038514737722336,2.839430894308943,4.9784808590264005,3.888211382113821,5.882800511661428,1.3516260162601625,1.141828601856795,0.4573170731707317,0.5335139368015156,0.4796747967479675,0.8778342104583083,1.128048780487805,2.581701844527997,0.8028455284552845,1.4995223643010676,1.4065040650406504,0.9784004801226661,0.7967479674796749,0.8913847239857022,0.7886178861788617,0.8553525584265365,1.0020325203252032,1.5420232208763884,1.329268292682927,1.9548746253184273
39,1.6365853658536587,2.0172221020312215,5.151219512195121,5.314825268840973,3.004878048780488,5.5306229310945465,4.860975609756098,7.355607879800291,2.1048780487804875,2.8826131643982627,0.3268292682926829,0.37244070151522335,0.9414634146341463,0.9206872869271845,0.5390243902439025,0.947396947224212,0.9829268292682926,1.72136209088839,0.35365853658536583,0.53547557073415,0.7634146341463415,0.9402352028954409,2.2195121951219514,2.025767236650121,1.121951219512195,1.7689443710821837,1.3804878048780487,1.6149537300702141,0.8,1.1510864433221337
40,2.419512195121951,1.5358011936332312,2.5073170731707313,2.7717100428382646,3.3146341463414637,5.388411563629869,5.619512195121951,6.4391826015300815,2.8097560975609754,4.145503860878577,0.5707317073170731,0.3427024558275299,0.5439024390243903,0.6941906469928829,0.7560975609756098,1.1819520751333181,1.0853658536585367,1.5030704248181845,0.5926829268292683,0.8835195423291852,1.0658536585365854,0.6662042318423741,0.8341463414634147,0.8259708472888668,1.0219512195121951,1.4592012516040846,1.5,1.4946364548157682,0.8195121951219513,1.1233554309087976
41,3.7560975609756095,4.8149269686326415,4.315040650406504,5.628512739730871,4.394308943089431,6.556452637500331,4.140243902439024,7.825125223980104,4.390243902439025,6.8775990166041625,0.766260162601626,0.9426258672873131,1.3678861788617886,1.8176119133683297,1.1890243902439026,2.1971772221169705,1.4308943089430894,2.8269825361621908,1.4126016260162604,2.432092792632105,1.880081300813008,2.720418930832275,2.1565040650406506,3.3222736911162696,2.176829268292683,3.820766934047006,2.3008130081300813,4.229085901112989,2.7703252032520322,3.500543143601879
42,1.9285714285714286,1.5396863240201255,4.529616724738676,3.362772959351848,4.104529616724739,3.843907192377542,4.048780487804878,4.598294134033775,2.604529616724739,3.720537358009552,0.5191637630662022,0.5477794457450034,1.019163763066202,1.0147840615594723,0.8344947735191638,0.8877026079881081,0.8606271777003485,1.1445639467241864,0.6149825783972125,1.2603892494093354,0.9128919860627177,0.7443497446144408,2.181184668989547,1.8252317058019214,2.057491289198606,1.9788154545331058,1.5696864111498259,1.7902299777613895,1.1655052264808365,1.7978309074508376
43,2.05609756097561,2.2418568353479467,1.7341463414634148,1.7757496259571206,1.7804878048780488,2.670188718607801,0.9658536585365856,1.43980962453645,1.8097560975609757,2.7379284561169586,0.3902439024390244,0.38332277184150515,0.32439024390243903,0.3223759209126747,0.3902439024390244,0.6743251854121587,0.24634146341463414,0.3492577325014811,0.2926829268292683,0.40308521661069296,1.0902439024390245,1.208874334434515,0.8170731707317073,0.7115621142772551,0.7048780487804878,0.6737956625595015,0.7658536585365854,1.173218902717745,1.048780487804878,1.4657248025828735
44,1.2713414634146343,1.4910791307048057,0.8109756097560975,1.132702989255319,0.6951219512195121,1.1378774190662806,1.326219512195122,2.652439024390244,1.2347560975609757,2.4695121951219514,0.13414634146341464,0.16691435095648627,0.0975609756097561,0.14395066024085995,0.11890243902439024,0.1992388351314795,0.2896341463414634,0.5792682926829268,0.15548780487804878,0.31097560975609756,0.7713414634146342,0.9111519077130932,0.43597560975609756,0.6907489749116269,0.4176829268292683,0.682518388313952,0.7317073170731707,1.4634146341463414,0.7012195121951219,1.4024390243902438
45,2.7351916376306624,3.80254980286356,4.270034843205575,2.542699289992664,5.886759581881533,5.207510869595559,5.195121951219512,5.831215445112711,5.454703832752614,4.040536188815148,0.4878048780487805,0.7002733100048408,1.0069686411149825,0.9834254304110285,1.235191637630662,1.0901901162983059,0.9094076655052264,1.1112929843689876,1.2369337979094077,1.2373864313906893,0.9390243902439025,1.0967702662157863,1.829268292682927,1.3452828110701693,1.616724738675958,1.0921469255293201,1.3885017421602786,1.2596136078882698,1.7578397212543553,1.4745247064145508
46,2.7286585365853657,2.6366756955585013,5.5685975609756095,4.703555652245874,5.378048780487805,4.741019609002696,5.079268292682927,4.548773481793,2.989329268292683,3.9660079294002,0.8490853658536586,0.9416100312799633,1.2240853658536586,0.9333380820232322,1.1128048780487805,0.9146864096566308,1.0228658536585367,0.9737664969682565,0.4222560975609756,0.5248534337129351,1.1570121951219512,0.823701274377468,1.9771341463414633,1.2941027883652687,1.7225609756097562,1.163408973024744,1.6676829268292683,1.5445943317027753,0.9542682926829268,1.1762491574468068
47,2.554878048780488,2.978294969948248,1.6321138211382114,3.18313163219871,3.8313008130081303,4.903709437787669,3.969512195121952,4.290421729838354,4.392276422764227,5.849014502665337,0.5772357723577236,0.8071537181524624,0.266260162601626,0.38544431639221777,0.6158536585365854,0.6347440897624803,0.733739837398374,0.68568331622746,0.7804878048780487,0.8403138135098642,1.2317073170731707,1.9955333823495376,1.0365853658536586,2.2447903863487264,1.9471544715447155,3.1117656507200198,1.6727642276422765,2.553315101031532,1.678861788617886,2.656406247227136
48,1.0447154471544715,0.8892688724471751,2.9390243902439024,2.879985912781992,3.6951219512195124,6.01360494032874,1.170731707317073,2.027766799105027,0.3211382113821138,0.5562276983656151,0.3048780487804878,0.3046340487023609,0.5447154471544716,0.6527903468665308,0.8495934959349594,1.471539100739412,0.12195121951219512,0.21122570824010697,0.048780487804878044,0.0844902832960428,0.5813008130081301,0.4818745207394291,1.4308943089430894,1.4776408785401736,1.7967479674796747,2.9343484038581824,0.516260162601626,0.8941888315497863,0.1991869918699187,0.34500199012550803
49,0.8983739837398375,0.8631298046566892,1.3861788617886177,0.9057563725335241,1.170731707317073,1.4240644465360974,2.170731707317073,3.759817606673904,0.0,0.0,0.14634146341463414,0.10419516762582355,0.23983739837398374,0.16376615510962345,0.1829268292682927,0.17203336560568153,0.24390243902439024,0.42245141648021395,0.0,0.0,0.3333333333333333,0.1830622804747594,0.5650406504065041,0.14549211518840066,0.5813008130081302,0.7052464786705258,1.3617886178861787,2.358687075347861,0.0,0.0
50,0.6422764227642276,0.7549492985537989,0.5,0.43919373427729524,1.3373983739837396,1.4424480425110782,1.7073170731707317,2.6669145234803207,2.048780487804878,3.506431585361356,0.14634146341463414,0.19166138592075257,0.10975609756097561,0.0879402750113168,0.1991869918699187,0.214832687182501,0.21138211382113822,0.2858275744918203,0.23983739837398374,0.41541055953887707,0.2886178861788618,0.12031421615405481,0.3333333333333333,0.23907830817126194,0.7195121951219513,0.6233842887381492,0.6626016260162602,0.7982295002804553,0.7642276422764228,1.1991801019507182
51,1.2164634146341462,1.9862799028507456,3.0640243902439024,4.900966237131762,2.5426829268292686,3.7872415414072207,1.9939024390243905,2.760132667438289,2.911585365853658,5.7421577019758425,0.22560975609756098,0.27603392067260096,1.1402439024390243,1.6855317415094653,0.9390243902439025,1.4680482199321672,0.524390243902439,0.8790644532165902,1.0365853658536583,2.0166617092939263,0.38414634146341464,0.6491731191659358,0.7286585365853657,1.0992027016965586,0.8079268292682926,0.9072807384104988,0.600609756097561,0.6939710198009833,0.7012195121951219,1.370111684556351
