"Date","Team","Opponent","Minutes","OffPoss","Points","FG2M","FG2A","Fg2Pct","FG3M","FG3A","Fg3Pct","NonHeaveFg3Pct","FtPoints","PtsAssisted2s","PtsUnassisted2s","PtsAssisted3s","PtsUnassisted3s","Assisted2sPct","NonPutbacksAssisted2sPct","Assisted3sPct","FG3APct","ShotQualityAvg","EfgPct","TsPct","PtsPutbacks","Fg2aBlocked","FG2APctBlocked","Fg3aBlocked","FG3APctBlocked","Usage"
"2019-02-25","GSW","CHA","35:03",76,16,1,4,0.25,4,14,0.2857142857142857,0.2857142857142857,2,2,0,12,0,1,1,1,0.7777777777777778,0.5221305555555555,0.3888888888888889,0.39473684210526316,0,1,0.25,0,0,27.058823529411764
"2019-02-27","GSW","MIA","34:23",71,24,5,6,0.8333333333333334,4,14,0.2857142857142857,0.2857142857142857,2,2,8,3,9,0.2,0.25,0.25,0.7,0.5529725,0.55,0.5714285714285714,2,1,0.16666666666666666,0,0,30.769230769230766
"2019-02-28","GSW","ORL","37:23",81,33,7,16,0.4375,5,17,0.29411764705882354,0.29411764705882354,4,0,14,3,12,0,0,0.2,0.5151515151515151,0.47800909090909094,0.4393939393939394,0.47058823529411764,0,3,0.1875,1,0.058823529411764705,41.11111111111111
"2019-03-02","GSW","PHI","35:56",81,28,5,8,0.625,5,15,0.3333333333333333,0.3333333333333333,3,6,4,15,0,0.6,0.75,1,0.6521739130434783,0.49908043478260866,0.5434782608695652,0.5833333333333334,2,0,0,0,0,30.232558139534884
"2019-03-05","GSW","BOS","30:51",71,23,4,6,0.6666666666666666,4,10,0.4,0.4444444444444444,3,4,4,12,0,0.5,0.5,1,0.625,0.5142266666666667,0.625,0.6764705882352942,0,0,0,0,0,27.272727272727273
"2019-03-08","GSW","DEN","34:22",75,17,2,6,0.3333333333333333,4,10,0.4,0.4,1,4,0,6,6,1,1,0.5,0.625,0.47550333333333333,0.5,0.5,0,0,0,0,0,30
"2019-03-10","GSW","PHX","34:56",78,18,2,5,0.4,4,15,0.26666666666666666,0.26666666666666666,2,2,2,12,0,0.5,0.5,1,0.75,0.5039724999999999,0.4,0.42857142857142855,0,0,0,0,0,26.373626373626372
"2019-03-13","GSW","HOU","35:21",68,24,5,11,0.45454545454545453,3,9,0.3333333333333333,0.3333333333333333,5,6,4,9,0,0.6,0.75,1,0.45,0.4716325,0.475,0.5454545454545454,2,0,0,0,0,28.39506172839506
"2019-03-16","GSW","OKC","33:06",70,33,5,11,0.45454545454545453,5,12,0.4166666666666667,0.4166666666666667,8,4,6,9,6,0.4,0.4,0.6,0.5217391304347826,0.5648543478260869,0.5434782608695652,0.6153846153846154,0,1,0.09090909090909091,0,0,39.473684210526315
"2019-03-18","GSW","SAS","37:15",74,25,3,7,0.42857142857142855,6,18,0.3333333333333333,0.3125,1,0,6,6,12,0,0,0.3333333333333333,0.72,0.5339347826086956,0.48,0.5,0,2,0.2857142857142857,0,0,32.926829268292686
"2019-03-19","GSW","MIN","32:35",71,36,4,7,0.5714285714285714,8,14,0.5714285714285714,0.5714285714285714,4,6,2,18,6,0.75,0.75,0.75,0.6666666666666666,0.5530238095238096,0.7619047619047619,0.782608695652174,0,0,0,0,0,32.05128205128205
"2019-03-21","GSW","IND","29:28",63,15,0,3,0,5,12,0.4166666666666667,0.45454545454545453,0,0,0,6,9,0,0,0.4,0.8,0.5157928571428572,0.5,0.5,0,0,0,0,0,26.470588235294116
"2019-03-24","GSW","DET","35:26",67,26,4,9,0.4444444444444444,5,10,0.5,0.5,3,8,0,9,6,1,1,0.6,0.5263157894736842,0.4778236842105263,0.6052631578947368,0.65,0,0,0,0,0,32.432432432432435
"2019-03-27","GSW","MEM","33:23",72,28,1,8,0.125,6,12,0.5,0.5,8,2,0,15,3,1,1,0.8333333333333334,0.6,0.5371925,0.5,0.5625,0,0,0,0,0,32.89473684210526
"2019-03-29","GSW","MIN","41:55",93,37,2,6,0.3333333333333333,11,19,0.5789473684210527,0.5789473684210527,0,2,2,18,15,0.5,0.5,0.5454545454545454,0.76,0.52369,0.74,0.74,0,1,0.16666666666666666,0,0,26.470588235294116
"2019-03-31","GSW","CHA","27:28",56,25,3,6,0.5,5,8,0.625,0.625,4,0,6,15,0,0,0,1,0.5714285714285714,0.49961428571428573,0.75,0.78125,0,1,0.16666666666666666,0,0,28.333333333333336
"2019-04-02","GSW","DEN","30:14",65,17,1,1,1,5,10,0.5,0.5,0,2,0,9,6,1,1,0.6,0.9090909090909091,0.5219727272727273,0.7727272727272727,0.7727272727272727,0,0,0,0,0,20.833333333333336
"2019-04-04","GSW","LAL","29:29",64,7,2,5,0.4,1,9,0.1111111111111111,0.1111111111111111,0,2,2,3,0,0.5,0.5,1,0.6428571428571429,0.4876,0.25,0.25,0,1,0.2,0,0,21.91780821917808
"2019-04-05","GSW","CLE","36:06",76,40,3,9,0.3333333333333333,9,12,0.75,0.75,7,2,4,24,3,0.3333333333333333,0.3333333333333333,0.8888888888888888,0.5714285714285714,0.5202523809523809,0.7857142857142857,0.8478260869565217,0,0,0,0,0,33.75
"2019-04-07","GSW","LAC","29:35",66,27,8,10,0.8,3,10,0.3,0.3,2,10,6,6,3,0.625,0.625,0.6666666666666666,0.5,0.49998250000000005,0.625,0.6428571428571429,0,0,0,1,0.1,28.37837837837838
"2019-04-09","GSW","NOP","09:25",21,5,1,2,0.5,1,2,0.5,0.5,0,2,0,3,0,1,1,1,0.5,0.496975,0.625,0.625,0,0,0,0,0,28.571428571428573
"2019-10-24","GSW","LAC","29:48",69,23,6,9,0.6666666666666666,2,11,0.18181818181818182,0.18181818181818182,5,2,10,3,3,0.16666666666666666,0.16666666666666666,0.5,0.55,0.5123027777777778,0.45,0.5227272727272727,0,1,0.1111111111111111,0,0,37.03703703703704
"2019-10-27","GSW","OKC","30:08",63,23,5,9,0.5555555555555556,2,9,0.2222222222222222,0.2222222222222222,7,2,8,3,3,0.2,0.3333333333333333,0.5,0.5,0.4887916666666666,0.4444444444444444,0.5476190476190477,4,0,0,0,0,30.666666666666668
"2019-10-28","GSW","NOP","31:00",71,26,5,7,0.7142857142857143,4,10,0.4,0.4,4,6,4,6,6,0.6,0.6,0.5,0.5882352941176471,0.5577382352941177,0.6470588235294118,0.6842105263157895,0,1,0.14285714285714285,0,0,23.25581395348837
"2019-10-30","GSW","PHX","21:09",51,9,2,4,0.5,1,7,0.14285714285714285,0.14285714285714285,2,2,2,3,0,0.5,0.5,1,0.6363636363636364,0.578790909090909,0.3181818181818182,0.375,0,1,0.25,1,0.14285714285714285,30.769230769230766
"2020-03-05","GSW","TOR","27:14",59,23,3,4,0.75,3,12,0.25,0.25,8,2,4,9,0,0.3333333333333333,0.3333333333333333,1,0.75,0.49164375,0.46875,0.6052631578947368,0,0,0,0,0,26.666666666666668
"2020-12-22","GSW","BKN","30:19",73,20,5,11,0.45454545454545453,2,10,0.2,0.25,4,4,6,3,3,0.4,0.4,0.5,0.47619047619047616,0.5200157894736842,0.38095238095238093,0.43478260869565216,0,1,0.09090909090909091,0,0,31.707317073170735
"2020-12-25","GSW","MIL","28:58",69,19,4,7,0.5714285714285714,2,10,0.2,0.2,5,0,8,3,3,0,0,0.5,0.5882352941176471,0.49745882352941173,0.4117647058823529,0.5,0,1,0.14285714285714285,0,0,28
"2020-12-27","GSW","CHI","36:26",88,36,6,10,0.6,5,15,0.3333333333333333,0.3333333333333333,9,2,10,9,6,0.16666666666666666,0.16666666666666666,0.6,0.6,0.5334720000000001,0.54,0.6206896551724138,0,1,0.1,0,0,32.67326732673267
"2020-12-29","GSW","DET","34:50",77,31,4,8,0.5,5,9,0.5555555555555556,0.625,8,4,4,12,3,0.5,0.5,0.8,0.5294117647058824,0.49465,0.6764705882352942,0.75,0,2,0.25,0,0,33.734939759036145
"2021-01-01","GSW","POR","33:38",70,26,5,8,0.625,4,12,0.3333333333333333,0.3333333333333333,4,0,10,12,0,0,0,1,0.6,0.49745999999999996,0.55,0.6190476190476191,0,0,0,0,0,29.72972972972973
"2021-01-03","GSW","POR","36:28",81,62,10,15,0.6666666666666666,8,16,0.5,0.5,18,6,14,6,18,0.3,0.3333333333333333,0.25,0.5161290322580645,0.4944,0.7096774193548387,0.7948717948717948,2,2,0.13333333333333333,0,0,47.826086956521735
"2021-01-04","GSW","SAC","30:34",68,30,4,6,0.6666666666666666,5,12,0.4166666666666667,0.4166666666666667,7,6,2,6,9,0.75,0.75,0.4,0.6666666666666666,0.5061722222222222,0.6388888888888888,0.725,0,0,0,0,0,29.72972972972973
"2021-01-06","GSW","LAC","34:59",74,13,4,11,0.36363636363636365,1,6,0.16666666666666666,0.16666666666666666,2,4,4,0,3,0.5,0.5,0,0.35294117647058826,0.4584558823529412,0.3235294117647059,0.34210526315789475,0,2,0.18181818181818182,0,0,23.456790123456788
"2021-01-08","GSW","LAC","36:16",75,38,4,10,0.4,9,14,0.6428571428571429,0.6428571428571429,3,0,8,15,12,0,0,0.5555555555555556,0.5833333333333334,0.5114208333333333,0.7291666666666666,0.76,0,3,0.3,0,0,31.764705882352942
"2021-01-10","GSW","TOR","38:12",79,11,1,6,0.16666666666666666,1,10,0.1,0.1,6,2,0,3,0,1,1,1,0.625,0.47265,0.15625,0.2777777777777778,0,2,0.3333333333333333,0,0,24.731182795698924
"2021-01-12","GSW","IND","35:53",76,20,4,9,0.4444444444444444,3,8,0.375,0.42857142857142855,3,4,4,6,3,0.5,0.6666666666666666,0.6666666666666666,0.47058823529411764,0.482684375,0.5,0.5263157894736842,2,0,0,0,0,25.60975609756098
"2021-01-14","GSW","DEN","36:58",82,35,9,12,0.75,5,11,0.45454545454545453,0.45454545454545453,2,10,8,12,3,0.5555555555555556,0.5555555555555556,0.8,0.4782608695652174,0.49332608695652175,0.717391304347826,0.7608695652173914,0,1,0.08333333333333333,0,0,34.883720930232556
"2021-01-18","GSW","LAL","35:38",79,26,5,10,0.5,3,12,0.25,0.25,7,2,8,6,3,0.2,0.2,0.6666666666666666,0.5454545454545454,0.497775,0.4318181818181818,0.5,0,1,0.1,0,0,34.146341463414636
"2021-01-20","GSW","SAS","31:29",68,26,6,9,0.6666666666666666,4,8,0.5,0.5,2,2,10,3,9,0.16666666666666666,0.16666666666666666,0.25,0.47058823529411764,0.48904705882352945,0.7058823529411765,0.7352941176470589,0,1,0.1111111111111111,0,0,28.37837837837838
"2021-01-21","GSW","NYK","34:40",71,30,4,5,0.8,5,14,0.35714285714285715,0.35714285714285715,7,8,0,15,0,1,1,1,0.7368421052631579,0.5043763157894737,0.6052631578947368,0.6818181818181818,0,0,0,0,0,32.098765432098766
"2021-01-23","GSW","UTA","27:06",57,24,4,8,0.5,5,10,0.5,0.5,1,0,8,9,6,0,0,0.6,0.5555555555555556,0.515275,0.6388888888888888,0.6666666666666666,0,1,0.125,0,0,30.64516129032258
"2021-01-25","GSW","MIN","33:53",74,36,4,9,0.4444444444444444,7,12,0.5833333333333334,0.5833333333333334,7,2,6,12,9,0.25,0.25,0.5714285714285714,0.5714285714285714,0.4902666666666667,0.6904761904761905,0.75,0,1,0.1111111111111111,0,0,31.764705882352942
"2021-01-27","GSW","MIN","33:13",74,16,2,6,0.3333333333333333,4,11,0.36363636363636365,0.36363636363636365,0,2,2,6,6,0.5,0.5,0.5,0.6470588235294118,0.4775970588235294,0.47058823529411764,0.47058823529411764,0,3,0.5,0,0,22.35294117647059
"2021-01-28","GSW","PHX","31:14",68,27,5,10,0.5,5,10,0.5,0.5,2,4,6,9,6,0.4,0.4,0.6,0.5,0.5196725,0.625,0.6428571428571429,0,1,0.1,0,0,31.645569620253163
"2021-01-30","GSW","DET","29:57",65,28,5,9,0.5555555555555556,6,8,0.75,0.75,0,6,4,9,9,0.6,0.6,0.5,0.47058823529411764,0.4691882352941177,0.8235294117647058,0.8235294117647058,0,1,0.1111111111111111,0,0,32.3943661971831
"2021-02-02","GSW","BOS","38:10",81,38,5,7,0.7142857142857143,7,14,0.5,0.5,7,6,4,18,3,0.6,0.6,0.8571428571428571,0.6666666666666666,0.47436428571428574,0.7380952380952381,0.8260869565217391,0,0,0,1,0.07142857142857142,29.885057471264368
"2021-02-04","GSW","DAL","29:56",64,28,5,7,0.7142857142857143,4,10,0.4,0.4444444444444444,6,8,2,9,3,0.8,0.8,0.75,0.5882352941176471,0.568878125,0.6470588235294118,0.7105263157894737,0,0,0,0,0,30.882352941176467
"2021-02-06","GSW","DAL","37:04",83,57,8,12,0.6666666666666666,11,19,0.5789473684210527,0.6111111111111112,8,6,10,15,18,0.375,0.375,0.45454545454545453,0.6129032258064516,0.5264758620689655,0.7903225806451613,0.8636363636363636,0,0,0,0,0,40.449438202247194
"2021-02-08","GSW","SAS","35:37",77,32,4,6,0.6666666666666666,6,11,0.5454545454545454,0.5454545454545454,6,2,6,9,9,0.25,0.25,0.5,0.6470588235294118,0.5197823529411765,0.7647058823529411,0.8,0,0,0,0,0,25.60975609756098
"2021-02-09","GSW","SAS","31:56",67,32,7,10,0.7,4,10,0.4,0.4,6,4,10,9,3,0.2857142857142857,0.2857142857142857,0.75,0.5,0.6040425,0.65,0.6956521739130435,0,0,0,0,0,32.87671232876713
"2021-02-11","GSW","ORL","37:23",81,40,4,7,0.5714285714285714,10,19,0.5263157894736842,0.5263157894736842,2,2,6,21,9,0.25,0.25,0.7,0.7307692307692307,0.502918,0.7307692307692307,0.7407407407407407,0,1,0.14285714285714285,0,0,36.666666666666664
"2021-02-13","GSW","BKN","33:38",76,27,8,8,1,2,9,0.2222222222222222,0.2222222222222222,5,10,6,0,6,0.625,0.625,0,0.5294117647058824,0.44855,0.6470588235294118,0.7105263157894737,0,0,0,0,0,27.710843373493976
"2021-02-15","GSW","CLE","29:47",62,36,6,8,0.75,7,11,0.6363636363636364,0.6363636363636364,3,10,2,15,6,0.8333333333333334,0.8333333333333334,0.7142857142857143,0.5789473684210527,0.5007947368421053,0.868421052631579,0.9,0,0,0,0,0,31.34328358208955
"2021-02-17","GSW","MIA","42:22",89,25,3,5,0.6,5,20,0.25,0.25,4,4,2,6,9,0.6666666666666666,0.6666666666666666,0.4,0.8,0.51015,0.42,0.46296296296296297,0,0,0,0,0,30
"2021-02-19","GSW","ORL","37:08",83,29,5,13,0.38461538461538464,6,16,0.375,0.375,1,6,4,12,6,0.6,0.6,0.6666666666666666,0.5517241379310345,0.5220293103448276,0.4827586206896552,0.5,0,4,0.3076923076923077,0,0,32.608695652173914
"2021-02-23","GSW","NYK","36:42",77,37,2,8,0.25,7,14,0.5,0.5,12,4,0,9,12,1,1,0.42857142857142855,0.6363636363636364,0.5234568181818182,0.5681818181818182,0.6538461538461539,0,0,0,0,0,33.333333333333336
"2021-02-24","GSW","IND","35:56",80,24,6,10,0.6,1,11,0.09090909090909091,0.09090909090909091,9,2,10,3,0,0.16666666666666666,0.2,1,0.5238095238095238,0.5734,0.35714285714285715,0.46153846153846156,2,0,0,0,0,34.883720930232556
"2021-02-26","GSW","CHA","35:53",80,29,5,7,0.7142857142857143,3,8,0.375,0.42857142857142855,10,6,4,6,3,0.6,0.6,0.6666666666666666,0.5333333333333333,0.48434285714285713,0.6333333333333333,0.7368421052631579,0,0,0,0,0,27.380952380952383
"2021-02-28","GSW","LAL","25:54",59,16,3,6,0.5,2,7,0.2857142857142857,0.2857142857142857,4,6,0,0,6,1,1,0,0.5384615384615384,0.5164230769230769,0.46153846153846156,0.5714285714285714,0,0,0,0,0,27.868852459016395
"2021-03-03","GSW","POR","36:17",73,35,8,14,0.5714285714285714,5,14,0.35714285714285715,0.35714285714285715,4,6,10,12,3,0.375,0.375,0.8,0.5,0.5513107142857143,0.5535714285714286,0.603448275862069,0,0,0,1,0.07142857142857142,37.93103448275862
"2021-03-11","GSW","LAC","26:40",62,14,5,8,0.625,1,8,0.125,0.14285714285714285,1,0,10,3,0,0,0,1,0.5,0.5398266666666667,0.40625,0.40625,0,0,0,1,0.125,27.27272727272727
"2021-03-14","GSW","UTA","35:38",78,32,4,11,0.36363636363636365,6,9,0.6666666666666666,0.6666666666666666,6,4,4,9,9,0.5,0.5,0.5,0.45,0.4950875,0.65,0.6956521739130435,0,2,0.18181818181818182,0,0,31.707317073170735
"2021-03-15","GSW","LAL","29:13",65,27,5,10,0.5,4,7,0.5714285714285714,0.5714285714285714,5,4,6,9,3,0.4,0.4,0.75,0.4117647058823529,0.48615882352941175,0.6470588235294118,0.6842105263157895,0,0,0,0,0,29.577464788732396
"2021-03-17","GSW","HOU","30:05",67,18,5,7,0.7142857142857143,2,11,0.18181818181818182,0.18181818181818182,2,4,6,3,3,0.4,0.4,0.5,0.6111111111111112,0.5247722222222222,0.4444444444444444,0.47368421052631576,0,0,0,0,0,30.000000000000004
"2021-03-29","GSW","CHI","30:17",63,32,5,10,0.5,6,14,0.42857142857142855,0.42857142857142855,4,4,6,12,6,0.4,0.4,0.6666666666666666,0.5833333333333334,0.4708826086956521,0.5833333333333334,0.6153846153846154,0,1,0.1,0,0,38.02816901408451
"2021-04-01","GSW","MIA","36:22",78,36,4,8,0.5,5,11,0.45454545454545453,0.45454545454545453,13,4,4,9,6,0.5,0.5,0.6,0.5789473684210527,0.5083526315789474,0.6052631578947368,0.75,0,2,0.25,1,0.09090909090909091,31.03448275862069
"2021-04-04","GSW","ATL","36:44",84,37,9,11,0.8181818181818182,3,12,0.25,0.25,10,2,16,3,6,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.5217391304347826,0.5344108695652173,0.5869565217391305,0.6851851851851852,0,1,0.09090909090909091,1,0.08333333333333333,37.23404255319149
"2021-04-06","GSW","MIL","37:47",79,41,9,11,0.8181818181818182,5,10,0.5,0.5,8,6,12,9,6,0.3333333333333333,0.3333333333333333,0.6,0.47619047619047616,0.4710976190476191,0.7857142857142857,0.82,0,1,0.09090909090909091,0,0,31.86813186813187
"2021-04-09","GSW","WAS","34:52",78,32,6,13,0.46153846153846156,5,12,0.4166666666666667,0.4166666666666667,5,2,10,9,6,0.16666666666666666,0.16666666666666666,0.6,0.48,0.482578,0.54,0.5714285714285714,0,0,0,0,0,36.58536585365854
"2021-04-10","GSW","HOU","34:56",78,38,5,6,0.8333333333333334,8,15,0.5333333333333333,0.5333333333333333,4,4,6,15,9,0.4,0.4,0.625,0.7142857142857143,0.49592857142857144,0.8095238095238095,0.8636363636363636,0,0,0,0,0,32.53012048192771
"2021-04-12","GSW","DEN","35:42",81,53,4,6,0.6666666666666666,10,18,0.5555555555555556,0.5555555555555556,15,4,4,15,15,0.5,0.5,0.5,0.75,0.5282326086956521,0.7916666666666666,0.828125,0,0,0,1,0.05555555555555555,44.57831325301205
"2021-04-14","GSW","OKC","29:24",64,42,3,4,0.75,11,16,0.6875,0.6875,3,2,4,30,3,0.3333333333333333,0.3333333333333333,0.9090909090909091,0.8,0.5630474999999999,0.975,1,0,0,0,0,0,30.000000000000004
"2021-04-15","GSW","CLE","34:35",75,33,8,12,0.6666666666666666,4,13,0.3076923076923077,0.3076923076923077,5,8,8,6,6,0.5,0.5,0.5,0.52,0.58045625,0.56,0.6111111111111112,0,1,0.08333333333333333,0,0,37.34939759036145
"2021-04-17","GSW","BOS","37:09",76,47,4,8,0.5,11,19,0.5789473684210527,0.5789473684210527,6,2,6,15,18,0.25,0.25,0.45454545454545453,0.7037037037037037,0.5111615384615384,0.7592592592592593,0.7833333333333333,0,0,0,0,0,42.6829268292683
"2021-04-19","GSW","PHI","36:55",76,49,4,11,0.36363636363636365,10,17,0.5882352941176471,0.5882352941176471,11,4,4,3,27,0.5,0.5,0.1,0.6071428571428571,0.5049339285714286,0.6785714285714286,0.7205882352941176,0,3,0.2727272727272727,1,0.058823529411764705,46.98795180722892
"2021-04-21","GSW","WAS","36:03",88,18,5,11,0.45454545454545453,2,14,0.14285714285714285,0.14285714285714285,2,0,10,3,3,0,0,0.5,0.56,0.515576,0.32,0.34615384615384615,0,1,0.09090909090909091,0,0,33.333333333333336
"2021-04-23","GSW","DEN","33:44",70,32,7,9,0.7777777777777778,4,9,0.4444444444444444,0.4444444444444444,6,12,2,9,3,0.8571428571428571,0.8571428571428571,0.75,0.5,0.48080833333333334,0.7222222222222222,0.775,0,1,0.1111111111111111,0,0,29.487179487179485
"2021-04-25","GSW","SAC","37:47",80,37,4,7,0.5714285714285714,7,14,0.5,0.5,8,6,2,12,9,0.75,0.75,0.5714285714285714,0.6666666666666666,0.5038425,0.6904761904761905,0.7115384615384616,0,1,0.14285714285714285,0,0,35.869565217391305
"2021-04-27","GSW","DAL","29:50",64,27,4,9,0.4444444444444444,5,9,0.5555555555555556,0.5555555555555556,4,6,2,6,9,0.75,0.75,0.4,0.5,0.5360805555555556,0.6388888888888888,0.675,0,1,0.1111111111111111,0,0,30.136986301369863
"2021-04-29","GSW","MIN","36:51",76,37,5,10,0.5,6,17,0.35294117647058826,0.35294117647058826,9,0,10,12,6,0,0,0.6666666666666666,0.6296296296296297,0.5343629629629629,0.5185185185185185,0.6,0,0,0,0,0,41.25
"2021-05-01","GSW","HOU","30:22",68,30,2,6,0.3333333333333333,7,17,0.4117647058823529,0.4117647058823529,5,2,2,12,9,0.5,0.5,0.5714285714285714,0.7391304347826086,0.5208454545454546,0.5434782608695652,0.5769230769230769,0,0,0,0,0,43.47826086956522
"2021-05-03","GSW","NOP","35:17",80,41,6,8,0.75,8,18,0.4444444444444444,0.4444444444444444,5,6,6,15,9,0.5,0.5,0.625,0.6923076923076923,0.5261119999999999,0.6923076923076923,0.6964285714285714,0,0,0,0,0,38.095238095238095
"2021-05-04","GSW","NOP","37:06",79,37,5,11,0.45454545454545453,8,20,0.4,0.4444444444444444,3,2,8,12,12,0.2,0.2,0.5,0.6451612903225806,0.5212862068965517,0.5483870967741935,0.578125,0,1,0.09090909090909091,0,0,41.37931034482759
"2021-05-06","GSW","OKC","31:21",68,34,5,8,0.625,6,13,0.46153846153846156,0.46153846153846156,6,8,2,18,0,0.8,0.8,1,0.6190476190476191,0.5159380952380952,0.6666666666666666,0.7083333333333334,0,0,0,0,0,35.13513513513514
"2021-05-08","GSW","OKC","29:20",62,49,3,5,0.6,11,21,0.5238095238095238,0.55,10,2,4,18,15,0.3333333333333333,0.3333333333333333,0.5454545454545454,0.8076923076923077,0.482726,0.75,0.8166666666666667,0,0,0,0,0,49.20634920634921
"2021-05-10","GSW","UTA","36:56",77,36,8,12,0.6666666666666666,3,13,0.23076923076923078,0.23076923076923078,11,4,12,9,0,0.25,0.25,1,0.52,0.46867400000000004,0.5,0.6,0,0,0,0,0,38.82352941176471
"2021-05-11","GSW","PHX","36:31",74,21,6,11,0.5454545454545454,1,11,0.09090909090909091,0.09090909090909091,6,6,6,3,0,0.5,0.5,1,0.5,0.5074159090909091,0.3409090909090909,0.4375,0,2,0.18181818181818182,0,0,29.670329670329668
"2021-05-16","GSW","MEM","39:57",82,46,7,14,0.5,9,22,0.4090909090909091,0.42857142857142855,5,6,8,15,12,0.42857142857142855,0.42857142857142855,0.5555555555555556,0.6111111111111112,0.4728014705882353,0.5694444444444444,0.5897435897435898,0,1,0.07142857142857142,1,0.045454545454545456,48.387096774193544
"2021-10-19","GSW","LAL","36:11",86,21,3,13,0.23076923076923078,2,8,0.25,0.25,9,2,4,3,3,0.3333333333333333,0.3333333333333333,0.5,0.38095238095238093,0.5429380952380952,0.2857142857142857,0.4166666666666667,0,3,0.23076923076923078,0,0,29.166666666666668
"2021-10-21","GSW","LAC","37:33",82,45,8,12,0.6666666666666666,8,13,0.6153846153846154,0.6153846153846154,5,4,12,18,6,0.25,0.25,0.75,0.52,0.539726,0.8,0.8148148148148148,0,0,0,0,0,36.26373626373626
"2021-10-24","GSW","SAC","35:16",76,27,5,8,0.625,4,15,0.26666666666666666,0.26666666666666666,5,0,10,9,3,0,0,0.75,0.6521739130434783,0.5473913043478261,0.4782608695652174,0.54,0,0,0,0,0,33.333333333333336
"2021-10-26","GSW","OKC","32:18",68,23,2,5,0.4,4,9,0.4444444444444444,0.4444444444444444,7,2,2,6,6,0.5,0.5,0.5,0.6428571428571429,0.5294964285714286,0.5714285714285714,0.6764705882352942,0,1,0.2,0,0,28
"2021-10-28","GSW","MEM","40:40",86,36,4,9,0.4444444444444444,7,20,0.35,0.35,7,4,4,15,6,0.5,0.5,0.7142857142857143,0.6896551724137931,0.5001706896551724,0.5,0.5645161290322581,0,2,0.2222222222222222,0,0,38.70967741935484
"2021-10-30","GSW","OKC","27:11",56,20,1,1,1,6,15,0.4,0.4,0,0,2,15,3,0,0,0.8333333333333334,0.9375,0.5472625,0.625,0.625,0,0,0,0,0,28.125
"2021-11-03","GSW","CHA","35:25",76,15,3,4,0.75,3,11,0.2727272727272727,0.2727272727272727,0,4,2,6,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7333333333333333,0.5113035714285714,0.5,0.5,0,0,0,0,0,22.89156626506024
"2021-11-05","GSW","NOP","29:45",62,19,0,3,0,5,13,0.38461538461538464,0.38461538461538464,4,0,0,9,6,0,0,0.6,0.8125,0.53186875,0.46875,0.5588235294117647,0,1,0.3333333333333333,0,0,25
"2021-11-07","GSW","HOU","26:49",60,20,4,5,0.8,4,11,0.36363636363636365,0.36363636363636365,0,2,6,6,6,0.25,0.25,0.5,0.6875,0.5495875,0.625,0.625,0,0,0,0,0,24.242424242424242
"2021-11-08","GSW","ATL","35:02",78,50,5,9,0.5555555555555556,9,19,0.47368421052631576,0.47368421052631576,13,2,8,15,12,0.2,0.3333333333333333,0.5555555555555556,0.6785714285714286,0.507625,0.6607142857142857,0.7575757575757576,4,0,0,0,0,41.66666666666667
"2021-11-10","GSW","MIN","34:07",70,25,5,7,0.7142857142857143,3,9,0.3333333333333333,0.3333333333333333,6,0,10,3,6,0,0,0.3333333333333333,0.5625,0.48011875,0.59375,0.625,0,0,0,0,0,26.436781609195403
"2021-11-12","GSW","CHI","34:13",72,40,6,7,0.8571428571428571,9,17,0.5294117647058824,0.5294117647058824,1,2,10,18,9,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.7083333333333334,0.5121416666666666,0.8125,0.8333333333333334,0,0,0,0,0,34.883720930232556
"2021-11-14","GSW","CHA","35:42",74,24,4,9,0.4444444444444444,3,13,0.23076923076923078,0.23076923076923078,7,6,2,6,3,0.75,0.75,0.6666666666666666,0.5909090909090909,0.5237142857142857,0.38636363636363635,0.4375,0,0,0,0,0,31.03448275862069
"2021-11-16","GSW","BKN","29:15",63,37,3,5,0.6,9,14,0.6428571428571429,0.6428571428571429,4,4,2,9,18,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.7368421052631579,0.5049416666666667,0.868421052631579,0.8809523809523809,0,1,0.2,0,0,32.3943661971831
"2021-11-18","GSW","CLE","35:23",67,40,6,11,0.5454545454545454,9,16,0.5625,0.5625,1,12,0,18,9,1,1,0.6666666666666666,0.5925925925925926,0.5784611111111111,0.7222222222222222,0.7222222222222222,0,1,0.09090909090909091,0,0,42.25352112676057
"2021-11-21","GSW","TOR","37:04",73,12,1,4,0.25,1,6,0.16666666666666666,0.16666666666666666,7,0,2,3,0,0,0,1,0.6,0.486155,0.25,0.5,0,2,0.5,1,0.16666666666666666,19.51219512195122
"2021-11-24","GSW","PHI","34:55",77,25,3,5,0.6,6,11,0.5454545454545454,0.5454545454545454,1,4,2,12,6,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6875,0.511740625,0.75,0.7352941176470589,0,0,0,1,0.09090909090909091,26.25
"2021-11-26","GSW","POR","38:04",77,32,6,10,0.6,6,15,0.4,0.4,2,4,8,18,0,0.3333333333333333,0.3333333333333333,1,0.6,0.48522,0.6,0.6,0,0,0,0,0,32.18390804597701
