"Date","Team","Opponent","Minutes","OffPoss","Points","FG2M","FG2A","Fg2Pct","FG3M","FG3A","Fg3Pct","NonHeaveFg3Pct","FtPoints","PtsAssisted2s","PtsUnassisted2s","PtsAssisted3s","PtsUnassisted3s","Assisted2sPct","NonPutbacksAssisted2sPct","Assisted3sPct","FG3APct","ShotQualityAvg","EfgPct","TsPct","PtsPutbacks","Fg2aBlocked","FG2APctBlocked","Fg3aBlocked","FG3APctBlocked","Usage"
"2021-11-28","GSW","LAC","34:47",73,33,5,9,0.5555555555555556,7,13,0.5384615384615384,0.5833333333333334,2,6,4,9,12,0.6,0.6,0.42857142857142855,0.5909090909090909,0.5419904761904762,0.7045454545454546,0.717391304347826,0,0,0,0,0,32.098765432098766
"2021-11-30","GSW","PHX","35:58",71,12,1,7,0.14285714285714285,3,14,0.21428571428571427,0.21428571428571427,1,2,0,6,3,1,1,0.6666666666666666,0.6666666666666666,0.4789642857142857,0.2619047619047619,0.2619047619047619,0,1,0.14285714285714285,1,0.07142857142857142,27.058823529411764
"2021-12-03","GSW","PHX","33:24",70,23,2,9,0.2222222222222222,6,11,0.5454545454545454,0.5454545454545454,1,0,4,9,9,0,0,0.5,0.55,0.519995,0.55,0.575,0,1,0.1111111111111111,0,0,28.39506172839506
"2021-12-04","GSW","SAS","36:52",79,27,2,11,0.18181818181818182,5,17,0.29411764705882354,0.29411764705882354,8,0,4,0,15,0,0,0,0.6071428571428571,0.5189481481481482,0.3392857142857143,0.421875,0,1,0.09090909090909091,0,0,36.666666666666664
"2021-12-06","GSW","ORL","30:58",68,31,1,3,0.3333333333333333,7,13,0.5384615384615384,0.5833333333333334,8,2,0,9,12,1,1,0.42857142857142855,0.8125,0.5186,0.71875,0.8055555555555556,0,1,0.3333333333333333,0,0,28.37837837837838
"2021-12-08","GSW","POR","33:21",73,22,2,2,1,6,17,0.35294117647058826,0.35294117647058826,0,2,2,12,6,0.5,0.5,0.6666666666666666,0.8947368421052632,0.5328473684210526,0.5789473684210527,0.5789473684210527,0,0,0,0,0,27.710843373493976
"2021-12-11","GSW","PHI","36:14",71,18,3,6,0.5,3,14,0.21428571428571427,0.21428571428571427,3,0,6,9,0,0,0,1,0.7,0.512725,0.375,0.4090909090909091,0,0,0,2,0.14285714285714285,31.25
"2021-12-13","GSW","IND","35:21",72,26,3,5,0.6,5,15,0.3333333333333333,0.3333333333333333,5,0,6,9,6,0,0,0.6,0.75,0.5250325,0.525,0.5681818181818182,0,0,0,0,0,35.80246913580247
"2021-12-14","GSW","NYK","34:43",70,22,3,5,0.6,5,14,0.35714285714285715,0.35714285714285715,1,4,2,12,3,0.6666666666666666,0.6666666666666666,0.8,0.7368421052631579,0.5629078947368421,0.5526315789473685,0.55,0,0,0,0,0,30.769230769230766
"2021-12-17","GSW","BOS","35:15",70,30,3,7,0.42857142857142855,5,14,0.35714285714285715,0.35714285714285715,9,4,2,6,9,0.6666666666666666,0.6666666666666666,0.4,0.6666666666666666,0.5051142857142857,0.5,0.6041666666666666,0,0,0,0,0,36.58536585365854
"2021-12-20","GSW","SAC","36:14",75,30,9,15,0.6,4,12,0.3333333333333333,0.36363636363636365,0,8,10,9,3,0.4444444444444444,0.4444444444444444,0.75,0.4444444444444444,0.4854076923076923,0.5555555555555556,0.5555555555555556,0,1,0.06666666666666667,0,0,38.2716049382716
"2021-12-23","GSW","MEM","37:19",75,46,5,8,0.625,8,14,0.5714285714285714,0.5714285714285714,12,4,6,15,9,0.4,0.4,0.625,0.6363636363636364,0.4886977272727273,0.7727272727272727,0.8461538461538461,0,0,0,0,0,34.523809523809526
"2021-12-25","GSW","PHX","37:12",72,33,5,11,0.45454545454545453,5,16,0.3125,0.3125,8,2,8,3,12,0.2,0.2,0.2,0.5925925925925926,0.5104203703703704,0.46296296296296297,0.5161290322580645,0,1,0.09090909090909091,0,0,38.095238095238095
"2021-12-28","GSW","DEN","39:05",78,23,1,2,0.5,5,14,0.35714285714285715,0.35714285714285715,6,2,0,6,9,1,1,0.4,0.875,0.508946875,0.53125,0.6052631578947368,0,0,0,0,0,29.411764705882355
"2022-01-01","GSW","UTA","35:31",73,28,2,6,0.3333333333333333,6,12,0.5,0.5,6,4,0,15,3,1,1,0.8333333333333334,0.6666666666666666,0.5108,0.6111111111111112,0.6428571428571429,0,0,0,0,0,29.26829268292683
"2022-01-03","GSW","MIA","32:01",68,9,2,7,0.2857142857142857,1,10,0.1,0.1,2,2,2,3,0,0.5,0.5,1,0.5882352941176471,0.4898235294117647,0.20588235294117646,0.25,0,0,0,0,0,26.666666666666668
"2022-01-05","GSW","DAL","36:04",72,14,4,15,0.26666666666666666,1,9,0.1111111111111111,0.1111111111111111,3,2,6,0,3,0.25,0.25,0,0.375,0.5168208333333334,0.22916666666666666,0.2692307692307692,0,3,0.2,0,0,37.80487804878049
"2022-01-09","GSW","CLE","36:31",68,28,6,10,0.6,4,11,0.36363636363636365,0.36363636363636365,4,6,6,9,3,0.5,0.5,0.75,0.5238095238095238,0.49515750000000003,0.5714285714285714,0.6086956521739131,0,0,0,0,0,33.333333333333336
"2022-01-11","GSW","MEM","38:41",85,27,6,12,0.5,2,9,0.2222222222222222,0.2222222222222222,9,6,6,3,3,0.5,0.5,0.5,0.42857142857142855,0.5684071428571429,0.42857142857142855,0.5625,0,1,0.08333333333333333,0,0,29.032258064516128
"2022-01-13","GSW","MIL","29:15",66,12,2,5,0.4,2,6,0.3333333333333333,0.3333333333333333,2,0,4,3,3,0,0,0.5,0.5454545454545454,0.49920454545454546,0.45454545454545453,0.45454545454545453,0,0,0,0,0,21.126760563380284
"2022-01-14","GSW","CHI","27:37",54,19,3,5,0.6,4,10,0.4,0.4,1,2,4,12,0,0.3333333333333333,0.3333333333333333,1,0.6666666666666666,0.5743433333333333,0.6,0.59375,0,1,0.2,0,0,26.5625
"2022-01-18","GSW","DET","28:33",59,18,2,3,0.6666666666666666,4,8,0.5,0.5,2,2,2,9,3,0.5,0.5,0.75,0.7272727272727273,0.5095500000000001,0.7272727272727273,0.75,0,0,0,0,0,20.3125
"2022-01-20","GSW","IND","43:57",90,39,6,11,0.5454545454545454,6,16,0.375,0.375,9,6,6,12,6,0.5,0.5,0.6666666666666666,0.5925925925925926,0.4703574074074074,0.5555555555555556,0.6166666666666667,0,2,0.18181818181818182,0,0,29.906542056074766
"2022-01-21","GSW","HOU","38:57",76,22,2,8,0.25,4,13,0.3076923076923077,0.3076923076923077,6,2,2,6,6,0.5,0.5,0.5,0.6190476190476191,0.48466190476190474,0.38095238095238093,0.43478260869565216,0,0,0,0,0,29.411764705882355
"2022-01-23","GSW","UTA","35:02",61,13,4,7,0.5714285714285714,1,13,0.07692307692307693,0.07692307692307693,2,4,4,3,0,0.5,0.5,1,0.65,0.5063675,0.275,0.325,0,0,0,0,0,29.166666666666668
"2022-01-25","GSW","DAL","28:58",62,18,5,6,0.8333333333333334,2,10,0.2,0.2222222222222222,2,0,10,3,3,0,0,0.5,0.625,0.5115966666666666,0.5,0.5294117647058824,0,0,0,0,0,29.577464788732396
"2022-01-27","GSW","MIN","38:21",82,29,4,10,0.4,6,10,0.6,0.6,3,2,6,9,9,0.25,0.25,0.5,0.5,0.4985225,0.65,0.6904761904761905,0,1,0.1,1,0.1,27.77777777777778
"2022-01-29","GSW","BKN","35:32",72,19,2,8,0.25,3,10,0.3,0.3,6,2,2,3,6,0.5,0.5,0.3333333333333333,0.5555555555555556,0.5022027777777778,0.3611111111111111,0.4523809523809524,0,3,0.375,0,0,28.735632183908045
"2022-01-31","GSW","HOU","37:57",76,40,6,9,0.6666666666666666,7,14,0.5,0.5,7,4,8,3,18,0.3333333333333333,0.3333333333333333,0.14285714285714285,0.6086956521739131,0.5325695652173913,0.717391304347826,0.7692307692307693,0,0,0,0,0,32.142857142857146
"2022-02-03","GSW","SAC","31:40",63,20,3,4,0.75,4,7,0.5714285714285714,0.5714285714285714,2,0,6,6,6,0,0,0.5,0.6363636363636364,0.5067409090909091,0.8181818181818182,0.8333333333333334,0,0,0,0,0,23.188405797101453
"2022-02-07","GSW","OKC","36:34",79,18,2,2,1,4,10,0.4,0.4,2,2,2,3,9,0.5,0.5,0.25,0.8333333333333334,0.49425,0.6666666666666666,0.6923076923076923,0,0,0,0,0,20.731707317073173
"2022-02-09","GSW","UTA","29:39",58,16,2,5,0.4,3,8,0.375,0.375,3,0,4,3,6,0,0,0.3333333333333333,0.6153846153846154,0.4874230769230769,0.5,0.5333333333333333,0,0,0,0,0,30.158730158730158
"2022-02-10","GSW","NYK","39:08",83,35,6,9,0.6666666666666666,5,16,0.3125,0.3125,8,2,10,6,9,0.16666666666666666,0.16666666666666666,0.4,0.64,0.493214,0.54,0.625,0,0,0,0,0,34.44444444444444
"2022-02-12","GSW","LAL","36:36",74,24,6,9,0.6666666666666666,1,8,0.125,0.14285714285714285,9,2,10,3,0,0.16666666666666666,0.16666666666666666,1,0.47058823529411764,0.47144375,0.4411764705882353,0.575,0,1,0.1111111111111111,0,0,26.506024096385545
"2022-02-14","GSW","LAC","33:49",68,33,3,5,0.6,8,13,0.6153846153846154,0.6153846153846154,3,2,4,12,12,0.3333333333333333,0.3333333333333333,0.5,0.7222222222222222,0.5198861111111112,0.8333333333333334,0.868421052631579,0,0,0,0,0,31.506849315068493
"2022-02-16","GSW","DEN","39:06",83,25,9,12,0.75,1,7,0.14285714285714285,0.14285714285714285,4,2,16,3,0,0.1111111111111111,0.1111111111111111,1,0.3684210526315789,0.4523921052631579,0.5526315789473685,0.625,0,0,0,0,0,24.444444444444443
"2022-02-24","GSW","POR","27:27",58,18,3,4,0.75,2,7,0.2857142857142857,0.2857142857142857,6,6,0,6,0,1,1,1,0.6363636363636364,0.5051818181818182,0.5454545454545454,0.6538461538461539,0,0,0,0,0,24.242424242424242
"2022-02-27","GSW","DAL","38:04",77,27,8,15,0.5333333333333333,3,10,0.3,0.3,2,4,12,9,0,0.25,0.25,1,0.4,0.5223340000000001,0.5,0.5,0,2,0.13333333333333333,1,0.1,30.337078651685392
"2022-03-01","GSW","MIN","33:13",74,34,5,8,0.625,5,16,0.3125,0.3125,9,4,6,9,6,0.4,0.4,0.6,0.6666666666666666,0.5557770833333333,0.5208333333333334,0.6111111111111112,0,0,0,0,0,37.80487804878049
"2022-03-03","GSW","DAL","40:26",76,21,4,10,0.4,4,5,0.8,0.8,1,4,4,3,9,0.5,0.5,0.25,0.3333333333333333,0.4753966666666667,0.6666666666666666,0.7,0,0,0,0,0,20.930232558139537
"2022-03-05","GSW","LAL","35:42",76,30,9,13,0.6923076923076923,4,9,0.4444444444444444,0.4444444444444444,0,8,10,9,3,0.4444444444444444,0.4444444444444444,0.75,0.4090909090909091,0.4659613636363637,0.6818181818181818,0.6818181818181818,0,0,0,0,0,30.952380952380953
"2022-03-08","GSW","LAC","35:03",75,15,4,6,0.6666666666666666,1,6,0.16666666666666666,0.16666666666666666,4,8,0,3,0,1,1,1,0.5,0.5519916666666667,0.4583333333333333,0.5357142857142857,0,0,0,1,0.16666666666666666,21.42857142857143
"2022-03-10","GSW","DEN","37:58",76,34,6,9,0.6666666666666666,5,12,0.4166666666666667,0.4166666666666667,7,2,10,9,6,0.16666666666666666,0.16666666666666666,0.6,0.5714285714285714,0.4845380952380952,0.6428571428571429,0.7083333333333334,0,0,0,0,0,31.32530120481928
"2022-03-12","GSW","MIL","33:09",69,8,1,3,0.3333333333333333,2,4,0.5,0.5,0,2,0,0,6,1,1,0,0.5714285714285714,0.5044642857142857,0.5714285714285714,0.5714285714285714,0,0,0,0,0,13.580246913580247
"2022-03-14","GSW","WAS","35:26",73,47,9,11,0.8181818181818182,7,14,0.5,0.5,8,4,14,9,12,0.2222222222222222,0.2222222222222222,0.42857142857142855,0.56,0.49821,0.78,0.8392857142857143,0,0,0,0,0,38.46153846153846
"2022-03-16","GSW","BOS","13:40",27,3,0,0,0,1,4,0.25,0.25,0,0,0,0,3,0,0,0,1,0.5493375,0.375,0.375,0,0,0,0,0,27.586206896551726
